0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	
0.003896	0.029496	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	
0.003896	0.117918	-0.325377	-0.639694	-0.399111	-0.289295	-0.226331	-0.226331	-0.234865	-0.117437	-0.044352	0.003896	
0.003896	-0.222646	-0.278988	-0.234015	-0.479914	-0.599318	-0.670071	-0.541181	-0.916247	-0.383327	0.075667	0.003896	
0.003896	-0.026919	-0.016022	-0.006445	-0.011951	0.005367	0.072165	0.055953	-0.783510	-0.013260	0.225198	0.003896	
0.003896	0.003896	0.003896	0.003896	0.003896	0.003896	0.076995	-0.493013	-0.532899	0.300964	0.104257	0.003896	
0.003896	0.003896	0.003896	0.003896	0.003896	0.047264	0.072758	-0.829687	0.072002	0.286179	0.008764	0.003896	
0.003896	0.003896	0.003896	0.003896	0.009687	0.090926	-0.523404	-0.436972	0.256253	0.091177	0.003896	0.003896	
0.003896	0.003896	0.003896	0.003896	0.127735	-0.124621	-1.048413	0.197944	0.268362	0.010312	0.003896	0.003896	
0.003896	0.003896	0.003896	0.061540	0.054815	-1.043341	-0.114651	0.342278	0.061791	0.003896	0.003896	0.003896	
0.003896	0.003896	0.003896	0.074442	-0.487088	-0.693614	0.057830	0.142957	0.007768	0.003896	0.003896	0.003896	
0.003896	0.003896	0.003896	0.048899	-1.131256	-0.092232	0.264729	0.050004	0.003896	0.003896	0.003896	0.003896	

-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	
-0.246590	-0.246590	-0.246590	-0.246590	-0.224407	-0.242615	-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	
-0.246590	-0.044306	0.253976	0.267867	-0.236572	-0.296128	-0.389382	-0.351944	-0.383277	0.030248	-0.070214	-0.246590	
-0.246590	0.340870	0.780162	1.267270	1.443011	1.354897	1.269972	1.092055	1.073789	0.854768	0.349539	-0.246590	
-0.246590	-0.308112	-0.284059	0.177052	0.566054	0.862655	0.843505	0.580194	1.391995	1.223084	0.700432	-0.246590	
-0.246590	-0.246590	-0.246590	-0.246590	-0.239354	-0.246590	-0.312586	0.215264	0.764648	0.845084	0.341888	-0.246590	
-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.336251	0.516455	0.799036	0.835067	-0.099095	-0.246590	
-0.246590	-0.246590	-0.246590	-0.246590	-0.246590	-0.360064	0.198315	0.589528	0.768813	0.263912	-0.246590	-0.246590	
-0.246590	-0.246590	-0.246590	-0.246590	-0.251129	-0.015905	0.705699	0.729772	0.693941	-0.179096	-0.246590	-0.246590	
-0.246590	-0.246590	-0.246590	-0.246590	-0.515333	0.496343	0.823581	0.719395	0.212663	-0.246590	-0.246590	-0.246590	
-0.246590	-0.246590	-0.246590	-0.338882	0.020487	0.807118	0.897668	0.470343	-0.205861	-0.246590	-0.246590	-0.246590	
-0.246590	-0.246590	-0.246590	0.175770	0.532917	1.148498	0.999195	-0.007622	-0.246590	-0.246590	-0.246590	-0.246590	

-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	
-0.020119	0.370039	0.788255	0.647054	0.174229	-0.016954	-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	
-0.020119	0.481730	0.949517	1.004376	0.989733	0.939169	0.946527	0.946527	0.910008	0.498585	-0.034155	-0.020119	
-0.020119	0.376734	0.371774	0.769580	0.565855	-0.155570	-0.357076	-0.093853	0.171077	-0.130271	-0.090000	-0.020119	
-0.020119	-0.098496	0.595437	1.045336	1.171398	0.848153	1.016142	1.776948	2.091263	0.385940	0.175714	-0.020119	
-0.020119	-0.020119	-0.020119	-0.020119	0.008746	0.079636	0.515603	1.104346	0.550320	0.344379	0.328956	-0.020119	
-0.020119	-0.020119	-0.020119	-0.020119	-0.020119	0.135858	0.827203	0.810327	0.298643	0.511246	0.058235	-0.020119	
-0.020119	-0.020119	-0.020119	-0.020119	0.004662	0.593678	0.884679	0.468568	0.364862	0.275078	-0.020119	-0.020119	
-0.020119	-0.020119	-0.020119	-0.020119	0.232315	0.992605	0.879351	0.268285	0.355486	0.030209	-0.020119	-0.020119	
-0.020119	-0.020119	-0.020119	0.124559	0.912801	1.080593	-0.022202	0.454276	0.279532	-0.020119	-0.020119	-0.020119	
-0.020119	-0.020119	-0.020119	0.415781	1.027206	0.794844	0.401809	0.518544	0.010251	-0.020119	-0.020119	-0.020119	
-0.020119	-0.020119	-0.020119	0.507620	0.805860	0.185928	0.096606	0.035949	-0.020119	-0.020119	-0.020119	-0.020119	

-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	
-0.040230	0.101415	-0.008252	-0.030496	0.024449	-0.003513	-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	
-0.040230	0.109335	0.208791	0.292237	0.176225	0.229577	0.215987	0.232131	0.258684	0.108726	0.036518	-0.040230	
-0.040230	0.042957	0.204556	-0.019597	-0.218152	-0.210514	-0.222729	-0.075376	-0.086571	0.157692	0.024371	-0.040230	
-0.040230	0.097199	0.115870	0.112030	0.184471	0.191142	0.147502	0.251004	0.166400	0.141345	-0.045163	-0.040230	
-0.040230	-0.040230	-0.040230	-0.036637	-0.021538	-0.031260	0.112961	0.030746	0.418000	0.012471	-0.014098	-0.040230	
-0.040230	-0.040230	-0.040230	-0.040230	-0.040230	0.055257	0.154051	0.313257	0.353902	-0.015122	-0.027423	-0.040230	
-0.040230	-0.040230	-0.040230	-0.040230	-0.025459	0.121921	0.035628	0.352140	-0.134941	-0.015132	-0.040230	-0.040230	
-0.040230	-0.040230	-0.040230	-0.040230	0.112300	0.108599	0.293119	0.306508	-0.014291	-0.023349	-0.040230	-0.040230	
-0.040230	-0.040230	-0.040230	0.054670	0.123858	0.228219	0.361884	-0.117874	-0.008514	-0.040230	-0.040230	-0.040230	
-0.040230	-0.040230	-0.040230	0.121914	0.013910	0.249639	0.185793	-0.018293	-0.030043	-0.040230	-0.040230	-0.040230	
-0.040230	-0.040230	-0.040230	0.078070	0.244587	0.155126	-0.094238	-0.039553	-0.040230	-0.040230	-0.040230	-0.040230	

-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	
-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	
-0.179670	-0.284595	-0.816871	-0.408124	-0.245624	-0.314120	-0.397648	-0.397648	-0.313700	0.031817	0.016711	-0.179670	
-0.179670	0.418296	1.205499	1.215161	0.817485	0.382015	0.404367	0.370090	-0.081479	0.014884	0.133736	-0.179670	
-0.179670	0.114903	0.550318	0.638501	1.028397	1.095681	1.162050	0.913670	0.448577	0.699994	0.007019	-0.179670	
-0.179670	-0.179670	-0.179670	-0.179670	-0.103396	-0.146152	-0.209811	-0.385144	0.878314	0.736381	-0.192762	-0.179670	
-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.327758	0.334758	0.886306	0.242737	-0.179670	-0.179670	
-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	-0.219373	-0.371714	0.842558	0.621037	-0.183307	-0.179670	-0.179670	
-0.179670	-0.179670	-0.179670	-0.179670	-0.181258	-0.461221	0.584068	0.895706	0.091967	-0.179670	-0.179670	-0.179670	
-0.179670	-0.179670	-0.179670	-0.179670	-0.323001	0.262623	1.039142	0.580067	-0.179670	-0.179670	-0.179670	-0.179670	
-0.179670	-0.179670	-0.179670	-0.211962	-0.572491	0.585478	1.075930	-0.186134	-0.179670	-0.179670	-0.179670	-0.179670	
-0.179670	-0.179670	-0.179670	-0.131261	0.322113	0.890572	0.103533	-0.179670	-0.179670	-0.179670	-0.179670	-0.179670	

0.018683	0.018683	0.018683	0.018683	0.018683	0.018683	0.018683	0.018683	0.018683	0.018683	0.018683	0.018683	
0.018683	0.018683	0.018683	0.222154	0.193818	0.050648	0.018683	0.018683	0.018683	0.018683	0.018683	0.018683	
0.018683	0.175722	0.752634	0.338245	0.067771	0.017086	0.106660	0.145446	0.243146	0.468786	0.073300	0.018683	
0.018683	0.781230	1.183685	1.255062	1.413067	1.331493	1.212386	0.973424	1.179683	1.089682	-0.093944	0.018683	
0.018683	-0.046896	0.153166	0.366938	0.621151	0.758028	0.806123	0.554674	1.794355	1.373584	0.103385	0.018683	
0.018683	0.018683	0.018683	0.018683	0.018683	0.018683	-0.151254	1.101600	1.142870	0.418224	0.123470	0.018683	
0.018683	0.018683	0.018683	0.018683	0.018683	0.018683	0.397519	1.098282	0.789411	0.226375	0.033072	0.018683	
0.018683	0.018683	0.018683	0.018683	0.018683	-0.108055	1.092036	1.046348	0.432318	0.108556	0.018683	0.018683	
0.018683	0.018683	0.018683	0.018683	0.013613	0.923873	1.278411	0.603007	0.195620	0.018683	0.018683	0.018683	
0.018683	0.018683	0.018683	0.018683	0.223523	1.257412	0.994473	0.345685	0.107934	0.018683	0.018683	0.018683	
